,essay_id,pred,demographic_value,demographic_variable
1729,2271002902,1.0,No,ell_status
1730,2271002929,1.0,Economically disadvantaged,economically_disadvantaged
1731,2271002961,1.0,Economically disadvantaged,economically_disadvantaged
1732,2271003020,1.0,No,ell_status
1733,2271003038,1.0,No,ell_status
1734,2271003046,1.0,Black/African American,race_ethnicity
1735,2271003071,1.0,Not economically disadvantaged,economically_disadvantaged
1736,2271003224,1.0,Not identified as having disability,student_disability_status
1737,2271003232,1.0,No,ell_status
1738,2271003241,1.0,8,grade_level
1739,2271003313,1.0,Not economically disadvantaged,economically_disadvantaged
1740,2271003429,1.0,M,gender
1741,2271003526,1.0,No,ell_status
1742,2271003542,1.0,M,gender
1743,2271003585,1.0,Not economically disadvantaged,economically_disadvantaged
1744,2271003674,1.0,Economically disadvantaged,economically_disadvantaged
1745,2271003721,1.0,Not identified as having disability,student_disability_status
1746,2271003798,1.0,Not economically disadvantaged,economically_disadvantaged
1747,2271003801,1.0,F,gender
1748,2271003844,1.0,M,gender
1749,2271003925,1.0,Economically disadvantaged,economically_disadvantaged
1750,2271003941,1.0,8,grade_level
1751,2271003968,1.0,White,race_ethnicity
1752,2271004107,1.0,8,grade_level
1753,2271004166,1.0,Not economically disadvantaged,economically_disadvantaged
1754,2271004191,1.0,F,gender
1755,2271004239,1.0,M,gender
1756,2271004247,1.0,F,gender
1757,2271004298,1.0,White,race_ethnicity
1758,2271004336,1.0,8,grade_level
1759,2271004387,1.0,Not identified as having disability,student_disability_status
1760,2271004468,1.0,Not identified as having disability,student_disability_status
1761,2271004476,1.0,Identified as having disability,student_disability_status
1762,2271004506,1.0,F,gender
1763,2271004514,1.0,White,race_ethnicity
1764,2271004565,1.0,Not economically disadvantaged,economically_disadvantaged
1765,2271004573,1.0,No,ell_status
1766,2271004603,1.0,Not identified as having disability,student_disability_status
1767,2271004611,1.0,F,gender
1768,2271004654,1.0,No,ell_status
1769,2271004662,1.0,Identified as having disability,student_disability_status
1770,2271004671,1.0,Not economically disadvantaged,economically_disadvantaged
1771,2271004794,1.0,8,grade_level
1772,2271004832,1.0,Not economically disadvantaged,economically_disadvantaged
1773,2271004841,1.0,Not economically disadvantaged,economically_disadvantaged
1774,2271004891,1.0,White,race_ethnicity
1775,2271004948,1.0,No,ell_status
1776,2271005022,1.0,8,grade_level
1777,2271005057,1.0,8,grade_level
1778,2271005065,1.0,Not identified as having disability,student_disability_status
1779,2271005073,1.0,8,grade_level
1780,2271005081,1.0,No,ell_status
1781,2271005171,1.0,Not identified as having disability,student_disability_status
1782,2271005235,1.0,Not identified as having disability,student_disability_status
1783,2271005278,1.0,Not economically disadvantaged,economically_disadvantaged
1784,2271005294,1.0,White,race_ethnicity
1785,2271005308,1.0,Not economically disadvantaged,economically_disadvantaged
1786,2271005341,1.0,Black/African American,race_ethnicity
1787,2271005367,1.0,No,ell_status
1788,2271005391,1.0,F,gender
1789,2271005405,1.0,Not identified as having disability,student_disability_status
1790,2271005456,1.0,Economically disadvantaged,economically_disadvantaged
1791,2271005472,1.0,No,ell_status
1792,2271005545,1.0,Not economically disadvantaged,economically_disadvantaged
1793,2271005669,1.0,Hispanic/Latino,race_ethnicity
1794,2271005707,1.0,Hispanic/Latino,race_ethnicity
1795,2271005715,1.0,F,gender
1796,2271005731,1.0,8,grade_level
1797,2271005782,1.0,F,gender
1798,2271005791,1.0,No,ell_status
1799,2271005821,1.0,White,race_ethnicity
1800,2271005898,1.0,Not identified as having disability,student_disability_status
1801,2271005910,1.0,No,ell_status
1802,2271005928,1.0,White,race_ethnicity
1803,2271006053,1.0,No,ell_status
1804,2271006061,1.0,F,gender
1805,2271006088,1.0,No,ell_status
1806,2271006118,1.0,Hispanic/Latino,race_ethnicity
1807,2271006142,1.0,8,grade_level
1808,2271006304,1.0,Black/African American,race_ethnicity
1809,2271006312,1.0,White,race_ethnicity
1810,2271006355,1.0,No,ell_status
1811,2271006380,1.0,No,ell_status
1812,2271006401,1.0,No,ell_status
1813,2271006461,1.0,Hispanic/Latino,race_ethnicity
1814,2271006541,1.0,8,grade_level
1815,2271006550,1.0,Not identified as having disability,student_disability_status
1816,2271006606,1.0,No,ell_status
1817,2271006631,1.0,Not identified as having disability,student_disability_status
1818,2271006665,1.0,Not economically disadvantaged,economically_disadvantaged
1819,2271006690,1.0,Not identified as having disability,student_disability_status
1820,2271006711,1.0,8,grade_level
1821,2271006720,1.0,Not identified as having disability,student_disability_status
1822,2271006746,1.0,Not identified as having disability,student_disability_status
1823,2271006754,1.0,Black/African American,race_ethnicity
1824,2271006797,1.0,Not identified as having disability,student_disability_status
1825,2271006941,1.0,White,race_ethnicity
1826,2271007009,1.0,White,race_ethnicity
1827,2271007033,1.0,Not identified as having disability,student_disability_status
1828,2271007041,1.0,No,ell_status
1829,2271007076,1.0,No,ell_status
1830,2271007106,1.0,M,gender
1831,2271007157,1.0,Not economically disadvantaged,economically_disadvantaged
1832,2271007238,1.0,Not identified as having disability,student_disability_status
1833,2271007301,1.0,Not identified as having disability,student_disability_status
1834,2271007327,1.0,Not identified as having disability,student_disability_status
1835,2271007351,1.0,Not economically disadvantaged,economically_disadvantaged
1836,2271007360,1.0,Identified as having disability,student_disability_status
1837,2271007599,1.0,Not identified as having disability,student_disability_status
1838,2271007637,1.0,F,gender
1839,2271007793,1.0,8,grade_level
1840,2311000022,1.0,Asian/Pacific Islander,race_ethnicity
1841,2311000031,1.0,Not identified as having disability,student_disability_status
1842,2311000081,1.0,Hispanic/Latino,race_ethnicity
1843,2311000111,1.0,Economically disadvantaged,economically_disadvantaged
1844,2311000138,1.0,White,race_ethnicity
1845,2311000189,1.0,Hispanic/Latino,race_ethnicity
1846,2311000251,1.0,Yes,ell_status
1847,2311000308,1.0,8,grade_level
1848,2311000359,1.0,Not economically disadvantaged,economically_disadvantaged
1849,2311000375,1.0,No,ell_status
1850,2311000421,1.0,8,grade_level
1851,2311000430,1.0,Not economically disadvantaged,economically_disadvantaged
1852,2311000448,1.0,8,grade_level
1853,2311000499,1.0,Hispanic/Latino,race_ethnicity
1854,2311000502_cleaned,1.0,No,ell_status
1855,2311000553,1.0,F,gender
1856,2311000600,1.0,Asian/Pacific Islander,race_ethnicity
1857,2311000626,1.0,Economically disadvantaged,economically_disadvantaged
1858,2311000707,1.0,8,grade_level
1859,2311000774,1.0,Economically disadvantaged,economically_disadvantaged
1860,2311000812,1.0,Not identified as having disability,student_disability_status
1861,2311000847,1.0,No,ell_status
1862,2311000855,1.0,8,grade_level
1863,2311000898,1.0,Asian/Pacific Islander,race_ethnicity
1864,2311000901,1.0,M,gender
1865,2311000944,1.0,8,grade_level
1866,2311000961,1.0,Hispanic/Latino,race_ethnicity
1867,2311001053,1.0,Economically disadvantaged,economically_disadvantaged
1868,2311001096,1.0,Not economically disadvantaged,economically_disadvantaged
1869,2311001126,1.0,Not identified as having disability,student_disability_status
1870,2311001207,1.0,No,ell_status
1871,2311001258,1.0,8,grade_level
1872,2311001282,1.0,M,gender
1873,2311001321,1.0,8,grade_level
1874,2311001347,1.0,Not identified as having disability,student_disability_status
1875,2311001363,1.0,Not economically disadvantaged,economically_disadvantaged
1876,2311001380,1.0,White,race_ethnicity
1877,2311001398,1.0,No,ell_status
1878,2311001452,1.0,Not identified as having disability,student_disability_status
1879,2311001479,1.0,No,ell_status
1880,2311001541,1.0,No,ell_status
1881,2311001681,1.0,Black/African American,race_ethnicity
1882,2311001703,1.0,8,grade_level
1883,2311001711,1.0,No,ell_status
1884,2311001819,1.0,8,grade_level
1885,2311001851,1.0,No,ell_status
1886,2311001886,1.0,8,grade_level
1887,2311001924,1.0,8,grade_level
1888,2311001932,1.0,F,gender
1889,2311001975,1.0,Economically disadvantaged,economically_disadvantaged
1890,2311002041,1.0,Black/African American,race_ethnicity
1891,2311002050,1.0,8,grade_level
1892,2311002106,1.0,Not identified as having disability,student_disability_status
1893,2311002114,1.0,No,ell_status
1894,2311002131,1.0,M,gender
1895,2311002181,1.0,No,ell_status
1896,2311002220,1.0,Hispanic/Latino,race_ethnicity
1897,2311002238,1.0,8,grade_level
1898,2311002271,1.0,Not identified as having disability,student_disability_status
1899,2311002289,1.0,F,gender
1900,2311002319,1.0,White,race_ethnicity
1901,2311002335,1.0,Not economically disadvantaged,economically_disadvantaged
1902,2311002378,1.0,F,gender
1903,2311002386,1.0,Economically disadvantaged,economically_disadvantaged
1904,2311002441,1.0,White,race_ethnicity
1905,2311002521,1.0,Economically disadvantaged,economically_disadvantaged
1906,2311002530,1.0,No,ell_status
1907,2311002556,1.0,Not economically disadvantaged,economically_disadvantaged
1908,2311002564,1.0,Not economically disadvantaged,economically_disadvantaged
1909,2311002629,1.0,F,gender
1910,2311002688,1.0,Black/African American,race_ethnicity
1911,2311002742,1.0,White,race_ethnicity
1912,2311002807,1.0,F,gender
1913,2311002866,1.0,Not identified as having disability,student_disability_status
1914,2311002912,1.0,No,ell_status
1915,2311002980,1.0,No,ell_status
1916,2311003013,1.0,8,grade_level
1917,2311003102,1.0,No,ell_status
1918,2311003137,1.0,F,gender
1919,2311003170,1.0,No,ell_status
1920,2311003242,1.0,Black/African American,race_ethnicity
1921,2311003358,1.0,White,race_ethnicity
1922,2311003366,1.0,Not economically disadvantaged,economically_disadvantaged
1923,2311003382,1.0,Black/African American,race_ethnicity
1924,2311003463,1.0,White,race_ethnicity
1925,2311003498,1.0,F,gender
1926,2311003579,1.0,Not economically disadvantaged,economically_disadvantaged
1927,2311003617,1.0,Economically disadvantaged,economically_disadvantaged
1928,2311003625,1.0,,economically_disadvantaged
1929,2311003641,1.0,M,gender
1930,2311003684,1.0,No,ell_status
1931,2311003706,1.0,Not economically disadvantaged,economically_disadvantaged
1932,2311003714,1.0,8,grade_level
1933,2311003757,1.0,M,gender
1934,2311003781,1.0,Not economically disadvantaged,economically_disadvantaged
1935,2311003862,1.0,Asian/Pacific Islander,race_ethnicity
1936,2311003897,1.0,8,grade_level
1937,2311003978,1.0,Not identified as having disability,student_disability_status
1938,2311004001,1.0,Hispanic/Latino,race_ethnicity
1939,2311004087,1.0,White,race_ethnicity
1940,2311004095,1.0,No,ell_status
1941,2311004125,1.0,Hispanic/Latino,race_ethnicity
1942,2311004141,1.0,F,gender
1943,2311004222,1.0,8,grade_level
1944,2311004249,1.0,Not identified as having disability,student_disability_status
1945,2311004257,1.0,8,grade_level
1946,2311004265,1.0,Not identified as having disability,student_disability_status
1947,2311004273,1.0,Not economically disadvantaged,economically_disadvantaged
1948,2311004338,1.0,White,race_ethnicity
1949,2311004354,1.0,Hispanic/Latino,race_ethnicity
1950,2311004478,1.0,No,ell_status
1951,2311004524,1.0,F,gender
1952,2311004753,1.0,Not identified as having disability,student_disability_status
1953,2311004761,1.0,Not economically disadvantaged,economically_disadvantaged
1954,2311004796,1.0,M,gender
1955,2311004800,1.0,Not identified as having disability,student_disability_status
1956,2311004826,1.0,Not economically disadvantaged,economically_disadvantaged
1957,2311004869,1.0,No,ell_status
1958,2311004974,1.0,Hispanic/Latino,race_ethnicity
1959,2311005008,1.0,8,grade_level
1960,2311005016,1.0,Not economically disadvantaged,economically_disadvantaged
1961,2311005067,1.0,Not economically disadvantaged,economically_disadvantaged
1962,2311005113,1.0,8,grade_level
1963,2311005148,1.0,8,grade_level
1964,2311005199,1.0,M,gender
1965,2311005202,1.0,8,grade_level
1966,2311005211,1.0,White,race_ethnicity
1967,2311005296,1.0,Not identified as having disability,student_disability_status
1968,2311005300,1.0,Not identified as having disability,student_disability_status
1969,2311005326,1.0,Economically disadvantaged,economically_disadvantaged
1970,2311005351,1.0,M,gender
1971,2311005407,1.0,White,race_ethnicity
1972,2311005415,1.0,Not economically disadvantaged,economically_disadvantaged
1973,2311005423,1.0,Not identified as having disability,student_disability_status
1974,2311005431,1.0,M,gender
1975,2311005440,1.0,No,ell_status
1976,2311005474,1.0,Asian/Pacific Islander,race_ethnicity
1977,2311005482,1.0,Not identified as having disability,student_disability_status
1978,2311005512,1.0,Economically disadvantaged,economically_disadvantaged
1979,2311005563,1.0,Not economically disadvantaged,economically_disadvantaged
1980,2311005661,1.0,No,ell_status
1981,2311005725,1.0,White,race_ethnicity
1982,2311005814,1.0,Not identified as having disability,student_disability_status
1983,2311005822,1.0,No,ell_status
1984,2311005831,1.0,Economically disadvantaged,economically_disadvantaged
1985,2311005873,1.0,No,ell_status
1986,2311006012,1.0,No,ell_status
1987,2311006063,1.0,No,ell_status
1988,2311006071,1.0,Economically disadvantaged,economically_disadvantaged
1989,2311006128,1.0,8,grade_level
1990,2311006136,1.0,Economically disadvantaged,economically_disadvantaged
1991,2311006152,1.0,White,race_ethnicity
1992,2311006195,1.0,Asian/Pacific Islander,race_ethnicity
1993,2311006250,1.0,8,grade_level
1994,2311006306,1.0,8,grade_level
1995,2311006322,1.0,8,grade_level
1996,2311006349,1.0,No,ell_status
1997,2311006381,1.0,Not economically disadvantaged,economically_disadvantaged
1998,2311006403,1.0,Economically disadvantaged,economically_disadvantaged
1999,2311006446,1.0,8,grade_level
2000,2311006454,1.0,Not economically disadvantaged,economically_disadvantaged
2001,2311006501,1.0,F,gender
2002,2311006543,1.0,F,gender
2003,2311006551,1.0,Not economically disadvantaged,economically_disadvantaged
2004,2311006594,1.0,No,ell_status
2005,2311006667,1.0,Not economically disadvantaged,economically_disadvantaged
2006,2311006683,1.0,White,race_ethnicity
2007,2311006713,1.0,White,race_ethnicity
2008,2311006721,1.0,Economically disadvantaged,economically_disadvantaged
2009,2311006756,1.0,F,gender
2010,2311006799,1.0,No,ell_status
2011,2311006837,1.0,No,ell_status
2012,2311006845,1.0,Yes,ell_status
2013,2311006896,1.0,8,grade_level
2014,2311007086,1.0,No,ell_status
2015,2311007108,1.0,No,ell_status
2016,2311007141,1.0,No,ell_status
2017,2311007167,1.0,Not identified as having disability,student_disability_status
2018,2311007221,1.0,Economically disadvantaged,economically_disadvantaged
2019,2311007230,1.0,White,race_ethnicity
2020,2311007256,1.0,White,race_ethnicity
2021,2311007264,1.0,Economically disadvantaged,economically_disadvantaged
2022,2311007272,1.0,White,race_ethnicity
2023,2311007281,1.0,Not economically disadvantaged,economically_disadvantaged
2024,2311007299,1.0,Not identified as having disability,student_disability_status
2025,2311007329,1.0,M,gender
2026,2311007426,1.0,Not identified as having disability,student_disability_status
2027,2311007485,1.0,8,grade_level
2028,2311007515,1.0,8,grade_level
2029,2311007744,1.0,No,ell_status
2030,2311007787,1.0,No,ell_status
2031,2311007817,1.0,M,gender
2032,2311007825,1.0,White,race_ethnicity
2033,2421000031,1.0,Not identified as having disability,student_disability_status
2034,2421000082,1.0,M,gender
2035,2421000091,1.0,8,grade_level
2036,2421000155,1.0,8,grade_level
2037,2421000163,1.0,White,race_ethnicity
2038,2421000180,1.0,Not identified as having disability,student_disability_status
2039,2421000198,1.0,Economically disadvantaged,economically_disadvantaged
2040,2421000210,1.0,No,ell_status
2041,2421000236,1.0,Economically disadvantaged,economically_disadvantaged
2042,2421000279,1.0,F,gender
2043,2421000287,1.0,Hispanic/Latino,race_ethnicity
2044,2421000341,1.0,White,race_ethnicity
2045,2421000376,1.0,Not identified as having disability,student_disability_status
2046,2421000431,1.0,Economically disadvantaged,economically_disadvantaged
2047,2421000449,1.0,M,gender
2048,2421000457,1.0,White,race_ethnicity
2049,2421000465,1.0,8,grade_level
2050,2421000481,1.0,M,gender
2051,2421000520,1.0,Not identified as having disability,student_disability_status
2052,2421000562,1.0,Economically disadvantaged,economically_disadvantaged
2053,2421000686,1.0,8,grade_level
2054,2421000783,1.0,No,ell_status
2055,2421000881,1.0,Hispanic/Latino,race_ethnicity
2056,2421000899,1.0,Not economically disadvantaged,economically_disadvantaged
2057,2421001038,1.0,No,ell_status
2058,2421001054,1.0,Identified as having disability,student_disability_status
2059,2421001101,1.0,Not identified as having disability,student_disability_status
2060,2421001127,1.0,F,gender
2061,2421001224,1.0,8,grade_level
2062,2421001305,1.0,Not identified as having disability,student_disability_status
2063,2421001313,1.0,Hispanic/Latino,race_ethnicity
2064,2421001356,1.0,F,gender
2065,2421001372,1.0,Hispanic/Latino,race_ethnicity
2066,2421001453,1.0,Not identified as having disability,student_disability_status
2067,2421001461,1.0,8,grade_level
2068,2421001470,1.0,M,gender
2069,2421001488,1.0,Identified as having disability,student_disability_status
2070,2421001526,1.0,8,grade_level
2071,2421001542,1.0,F,gender
2072,2421001551,1.0,Not identified as having disability,student_disability_status
2073,2421001569,1.0,Economically disadvantaged,economically_disadvantaged
2074,2421001593,1.0,Economically disadvantaged,economically_disadvantaged
2075,2421001615,1.0,Identified as having disability,student_disability_status
2076,2421001631,1.0,Not identified as having disability,student_disability_status
2077,2421001640,1.0,Not identified as having disability,student_disability_status
2078,2421001674,1.0,No,ell_status
2079,2421001691,1.0,White,race_ethnicity
2080,2421001747,1.0,F,gender
2081,2421001755,1.0,8,grade_level
2082,2421001763,1.0,White,race_ethnicity
2083,2421001780,1.0,No,ell_status
2084,2421001810,1.0,8,grade_level
2085,2421001828,1.0,8,grade_level
2086,2421001861,1.0,Not economically disadvantaged,economically_disadvantaged
2087,2421001887,1.0,Black/African American,race_ethnicity
2088,2421001895,1.0,No,ell_status
2089,2421001909,1.0,No,ell_status
2090,2421001984,1.0,No,ell_status
2091,2421001992,1.0,8,grade_level
2092,2421002026,1.0,F,gender
2093,2421002131,1.0,8,grade_level
2094,2421002140,1.0,Not economically disadvantaged,economically_disadvantaged
2095,2421002247,1.0,No,ell_status
2096,2421002301,1.0,8,grade_level
2097,2421002352,1.0,Black/African American,race_ethnicity
2098,2421002395,1.0,F,gender
2099,2421002409,1.0,Identified as having disability,student_disability_status
2100,2421002441,1.0,Not identified as having disability,student_disability_status
2101,2421002492,1.0,Economically disadvantaged,economically_disadvantaged
2102,2421002824,1.0,White,race_ethnicity
2103,2421002891,1.0,No,ell_status
2104,2421002930,1.0,No,ell_status
2105,2421003090,1.0,Economically disadvantaged,economically_disadvantaged
2106,2421003120,1.0,,economically_disadvantaged
2107,2421003162,1.0,No,ell_status
2108,2421003197,1.0,No,ell_status
2109,2421003219,1.0,F,gender
2110,2421003227,1.0,No,ell_status
2111,2421003235,1.0,Not identified as having disability,student_disability_status
2112,2421003243,1.0,No,ell_status
2113,2421003251,1.0,Identified as having disability,student_disability_status
2114,2421003324,1.0,No,ell_status
2115,2421003332,1.0,M,gender
2116,2421003341,1.0,White,race_ethnicity
2117,2421003383,1.0,Not economically disadvantaged,economically_disadvantaged
2118,2421003511,1.0,Not identified as having disability,student_disability_status
2119,2421003545,1.0,Not identified as having disability,student_disability_status
2120,2421003618,1.0,M,gender
2121,2421003634,1.0,Economically disadvantaged,economically_disadvantaged
2122,2421003693,1.0,White,race_ethnicity
2123,2421003715,1.0,Not identified as having disability,student_disability_status
2124,2421003723,1.0,Not identified as having disability,student_disability_status
2125,2421003791,1.0,8,grade_level
2126,2421003804,1.0,M,gender
2127,2421003812,1.0,Not identified as having disability,student_disability_status
2128,2421003839,1.0,F,gender
2129,2421003847,1.0,Not economically disadvantaged,economically_disadvantaged
2130,2421003910,1.0,8,grade_level
2131,2421003936,1.0,No,ell_status
2132,2421004002,1.0,Not economically disadvantaged,economically_disadvantaged
2133,2421004011,1.0,No,ell_status
2134,2421004045,1.0,Hispanic/Latino,race_ethnicity
2135,2421004053,1.0,M,gender
2136,2421004100,1.0,No,ell_status
2137,2421004134,1.0,Not economically disadvantaged,economically_disadvantaged
2138,2421004142,1.0,8,grade_level
2139,2421004151,1.0,M,gender
2140,2421004312,1.0,No,ell_status
2141,2421004347,1.0,8,grade_level
2142,2421004363,1.0,Economically disadvantaged,economically_disadvantaged
2143,2421004371,1.0,Economically disadvantaged,economically_disadvantaged
2144,2421004461,1.0,Not identified as having disability,student_disability_status
2145,2421004479,1.0,Economically disadvantaged,economically_disadvantaged
2146,2421004533,1.0,Not identified as having disability,student_disability_status
2147,2421004541,1.0,Black/African American,race_ethnicity
2148,2421004606,1.0,No,ell_status
2149,2421004673,1.0,No,ell_status
2150,2421004797,1.0,White,race_ethnicity
2151,2421004827,1.0,8,grade_level
2152,2421004843,1.0,No,ell_status
2153,2421004851,1.0,F,gender
2154,2421004860,1.0,White,race_ethnicity
2155,2421004894,1.0,M,gender
2156,2421004959,1.0,No,ell_status
2157,2421004975,1.0,8,grade_level
2158,2421005084,1.0,Economically disadvantaged,economically_disadvantaged
2159,2421005106,1.0,Hispanic/Latino,race_ethnicity
2160,2421005157,1.0,No,ell_status
2161,2421005181,1.0,White,race_ethnicity
2162,2421005271,1.0,M,gender
2163,2421005327,1.0,8,grade_level
2164,2421005335,1.0,8,grade_level
2165,2421005343,1.0,M,gender
2166,2421005394,1.0,Not economically disadvantaged,economically_disadvantaged
2167,2421005467,1.0,Not identified as having disability,student_disability_status
2168,2421005637,1.0,Not identified as having disability,student_disability_status
2169,2421005670,1.0,Hispanic/Latino,race_ethnicity
2170,2421005696,1.0,Hispanic/Latino,race_ethnicity
2171,2421005726,1.0,8,grade_level
2172,2421005734,1.0,M,gender
2173,2421005742,1.0,8,grade_level
2174,2421005751,1.0,Economically disadvantaged,economically_disadvantaged
2175,2421005777,1.0,Not identified as having disability,student_disability_status
2176,2421005815,1.0,F,gender
2177,2421005858,1.0,8,grade_level
2178,2421005904,1.0,F,gender
2179,2421005939,1.0,8,grade_level
2180,2421006013,1.0,Economically disadvantaged,economically_disadvantaged
2181,2421006064,1.0,No,ell_status
2182,2421006072,1.0,M,gender
2183,2421006170,1.0,F,gender
2184,2421006200,1.0,No,ell_status
2185,2421006218,1.0,M,gender
2186,2421006293,1.0,Two or more races/Other,race_ethnicity
2187,2421006323,1.0,F,gender
2188,2421006391,1.0,White,race_ethnicity
2189,2421006412,1.0,No,ell_status
2190,2421006463,1.0,No,ell_status
2191,2421006510,1.0,F,gender
2192,2421006561,1.0,White,race_ethnicity
2193,2421006579,1.0,Not economically disadvantaged,economically_disadvantaged
2194,2421006633,1.0,Not identified as having disability,student_disability_status
2195,2421006650,1.0,F,gender
2196,2421006731,1.0,8,grade_level
2197,2421006790,1.0,Not economically disadvantaged,economically_disadvantaged
2198,2421006820,1.0,8,grade_level
2199,2421007044,1.0,White,race_ethnicity
2200,2421007125,1.0,Not identified as having disability,student_disability_status
2201,2421007192,1.0,No,ell_status
2202,2421007214,1.0,White,race_ethnicity
2203,2421007231,1.0,Not identified as having disability,student_disability_status
2204,2421007281,1.0,Not identified as having disability,student_disability_status
2205,2421007311,1.0,White,race_ethnicity
2206,2421007320,1.0,Economically disadvantaged,economically_disadvantaged
2207,2421007362,1.0,No,ell_status
2208,2421007427,1.0,8,grade_level
2209,2421007451,1.0,8,grade_level
2210,2421007494,1.0,White,race_ethnicity
2211,2421007532,1.0,Not identified as having disability,student_disability_status
2212,2421007559,1.0,8,grade_level
2213,2421007567,1.0,F,gender
2214,2421007621,1.0,Not identified as having disability,student_disability_status
2215,2421007702,1.0,8,grade_level
2216,2421007729,1.0,Hispanic/Latino,race_ethnicity
2217,2421007737,1.0,M,gender
2218,2421007761,1.0,8,grade_level
2219,2421007796,1.0,Not identified as having disability,student_disability_status
2220,2421007818,1.0,F,gender
2221,2421007834,1.0,No,ell_status
2222,2431000034,1.0,Black/African American,race_ethnicity
2223,2431000051,1.0,Not identified as having disability,student_disability_status
2224,2431000123,1.0,Not economically disadvantaged,economically_disadvantaged
2225,2431000174,1.0,F,gender
2226,2431000191,1.0,No,ell_status
2227,2431000280,1.0,8,grade_level
2228,2431000344,1.0,No,ell_status
2229,2431000387,1.0,Hispanic/Latino,race_ethnicity
2230,2431000468,1.0,Hispanic/Latino,race_ethnicity
2231,2431000581,1.0,8,grade_level
2232,2431000611,1.0,Not identified as having disability,student_disability_status
2233,2431000620,1.0,8,grade_level
2234,2431000654,1.0,Yes,ell_status
2235,2431000689,1.0,Hispanic/Latino,race_ethnicity
2236,2431000697,1.0,8,grade_level
2237,2431000727,1.0,Hispanic/Latino,race_ethnicity
2238,2431000735,1.0,Economically disadvantaged,economically_disadvantaged
2239,2431000832,1.0,Not identified as having disability,student_disability_status
2240,2431000859,1.0,8,grade_level
2241,2431000875,1.0,8,grade_level
2242,2431000921_cleaned,1.0,F,gender
2243,2431000981,1.0,Black/African American,race_ethnicity
2244,2431001006,1.0,No,ell_status
2245,2431001031,1.0,No,ell_status
2246,2431001057,1.0,8,grade_level
2247,2431001065,1.0,8,grade_level
2248,2431001081,1.0,Not identified as having disability,student_disability_status
2249,2431001251,1.0,Economically disadvantaged,economically_disadvantaged
2250,2431001294,1.0,No,ell_status
2251,2431001308,1.0,No,ell_status
2252,2431001341,1.0,No,ell_status
2253,2431001367,1.0,M,gender
2254,2431001413,1.0,Not identified as having disability,student_disability_status
2255,2431001448,1.0,Hispanic/Latino,race_ethnicity
2256,2431001472,1.0,No,ell_status
2257,2431001499,1.0,F,gender
2258,2431001570,1.0,Not identified as having disability,student_disability_status
2259,2431001618,1.0,Not identified as having disability,student_disability_status
2260,2431001626,1.0,Not identified as having disability,student_disability_status
2261,2431001766,1.0,Black/African American,race_ethnicity
2262,2431001863,1.0,F,gender
2263,2431001871,1.0,White,race_ethnicity
2264,2431001898,1.0,Hispanic/Latino,race_ethnicity
2265,2431001944,1.0,8,grade_level
2266,2431002011,1.0,Not identified as having disability,student_disability_status
2267,2431002045,1.0,White,race_ethnicity
2268,2431002061,1.0,8,grade_level
2269,2431002070,1.0,8,grade_level
2270,2431002151,1.0,Not identified as having disability,student_disability_status
2271,2431002177,1.0,8,grade_level
2272,2431002240,1.0,No,ell_status
2273,2431002258,1.0,Not economically disadvantaged,economically_disadvantaged
2274,2431002274,1.0,Not identified as having disability,student_disability_status
2275,2431002312,1.0,White,race_ethnicity
2276,2431002339,1.0,Economically disadvantaged,economically_disadvantaged
2277,2431002355,1.0,Identified as having disability,student_disability_status
2278,2431002479,1.0,No,ell_status
2279,2431002495,1.0,Not economically disadvantaged,economically_disadvantaged
2280,2431002509,1.0,8,grade_level
2281,2431002525,1.0,White,race_ethnicity
2282,2431002533,1.0,8,grade_level
2283,2431002550,1.0,Economically disadvantaged,economically_disadvantaged
2284,2431002738,1.0,No,ell_status
2285,2431002771,1.0,M,gender
2286,2431002851,1.0,Not identified as having disability,student_disability_status
2287,2431002886,1.0,8,grade_level
2288,2431002932,1.0,F,gender
2289,2431002941,1.0,M,gender
2290,2431002959,1.0,8,grade_level
2291,2431003092,1.0,No,ell_status
2292,2431003131,1.0,F,gender
2293,2431003246,1.0,Not identified as having disability,student_disability_status
2294,2431003262,1.0,No,ell_status
2295,2431003301,1.0,Not identified as having disability,student_disability_status
2296,2431003386,1.0,8,grade_level
2297,2431003441,1.0,8,grade_level
2298,2431003491,1.0,Not identified as having disability,student_disability_status
2299,2431003564,1.0,Economically disadvantaged,economically_disadvantaged
2300,2431003572,1.0,No,ell_status
2301,2431003599,1.0,Economically disadvantaged,economically_disadvantaged
2302,2431003602,1.0,F,gender
2303,2431003611,1.0,8,grade_level
2304,2431003653,1.0,F,gender
2305,2431003807,1.0,No,ell_status
2306,2431003815,1.0,Two or more races/Other,race_ethnicity
2307,2431003831,1.0,F,gender
2308,2431003904,1.0,Not economically disadvantaged,economically_disadvantaged
2309,2431003912,1.0,White,race_ethnicity
2310,2431003947,1.0,Not identified as having disability,student_disability_status
2311,2431004064,1.0,Economically disadvantaged,economically_disadvantaged
2312,2431004111,1.0,F,gender
2313,2431004200,1.0,8,grade_level
2314,2431004226,1.0,Identified as having disability,student_disability_status
2315,2431004234,1.0,Economically disadvantaged,economically_disadvantaged
2316,2431004251,1.0,Not economically disadvantaged,economically_disadvantaged
2317,2431004315,1.0,No,ell_status
2318,2431004323,1.0,F,gender
2319,2431004331,1.0,F,gender
2320,2431004340,1.0,Not identified as having disability,student_disability_status
