essay_id,demographic_value,pred
AAAXMP138200001247282850_OR,"8","4"
AAAXMP138200001501842850_OR,"8","Score: 5"
5.65991E+12,"","Grade: 5"
5.48852E+12,"","4"
AAAXMP138200000927582144_OR,"10","Score: 4"
2091003690,"8","3"
AAAXMP138200001158322810_OR,"8","3"
2251000459,"8","4"
2421001224,"8","Score: 4"
AAAXMP138200001409132125_OR,"11","4"
AAAXMP138200001014062125_OR,"11","Score: 4"
AAAXMP138200002028592810_OR,"8","Score: 4"
4.2349E+12,"","4"
2221002097,"8","4"
2241006471,"8","4"
AAAXMP138200001916052144_OR,"11","Score: 4"
AAAXMP138200001868132125_OR,"11","4"
AAAXMP138200000881242810_OR,"8","Score: 5"
AAAXMP138200000625392125_OR,"11","4"
AAAUUP138180000387472125_OR,"12","4"
AAAXMP138200000816922125_OR,"11","4"
5.57617E+12,"","Grade: 5"
2171006691,"8","4"
AAAXMP138200001626672125_OR,"11","4"
AAAXMP138200001040432810_OR,"8","4"
AAAXMP138200001739492810_OR,"8","4"
AAAXMP138200001312952810_OR,"8","4"
AAAXMP138200000486232125_OR,"11","Score: 5"
AAAXMP138200000463902850_OR,"8","3"
AAAXMP138200001939622125_OR,"11","SCORE: 3"
AAAXMP138200001088592125_OR,"11","4"
AAAXMP138200001708232810_OR,"8","4"
AAAXMP138200001168722850_OR,"8","4"
5.40489E+12,"","4"
AAAUUP138180000216772125_OR,"11","4"
2091005676,"8","4"
2271006711,"8","4"
2431000859,"8","Score: 4"
2421004975,"8","3"
AAAXMP138200001741582125_OR,"11","4"
AAAXMP138200001432572144_OR,"11","4"
2251004900,"8","4"
AAAXMP138200001069422810_OR,"8","4"
492182115212610thLitB,"","4"
2421001828,"8","4"
AAAXMP138200000803782144_OR,"11","4"
AAAXMP138200001199752810_OR,"8","4"
2021000993,"8","I would give this essay a score of 3."
AAAXMP138200001938912125_OR,"11","Score: 5"
AAAXMP138200001295852810_OR,"8","4"
AAAXMP138200002001762810_OR,"8","4"
2241005849,"8","3"
2021003623,"8","4"
AAAXMP138200001793802125_OR,"11","4"
AAAXMP138200000777342850_OR,"8","4"
AAAXMP138200002190642125_OR,"11","Score: 5"
AAAXMP138200001421202144_OR,"11","Score: 5"
AAAXMP138200000987002850_OR,"8","Score: 4"
2271000420,"8","SCORE OF 4"
5541921152126_cleaned,"","4"
2171005083,"8","Score: 4"
AAAXMP138200000819272125_OR,"11","4"
2241007035,"8","3"
AAAXMP138200001160522850_OR,"8","4"
2221000507,"8","4"
2221003573,"8","Score: 4"
2271000373,"8","Score: 4"
2171003978,"8","3"
2021002945,"8","3"
AAAXMP138200001987642810_OR,"8","4"
AAAXMP138200001857172144_OR,"11","Score: 4"
2021006983,"8","4"
2021007793,"8","4"
2141001349,"8","4"
AAAXMP138200001835112144_OR,"10","3"
AAAXMP138200001091512810_OR,"8","4"
AAAXMP138200001765362125_OR,"11","Score: 4"
AAAXMP138200001808862850_OR,"8","3"
2141003821,"8","Score: 3"
5.86611E+12,"","4"
AAAXMP138200001473772850_OR,"8","Score: 4"
AAAXMP138200000803842144_OR,"11","Score: 5"
AAAXMP138200000810212850_OR,"8","SCORE OF 4"
2241000693,"8","4"
4.74937E+12,"","4"
AAAXMP138200000691732810_OR,"8","4"
AAAXMP138200001379632810_OR,"8","4"
AAAXMP138200001018702125_OR,"11","Score: 5"
AAAXMP138200001705732850_OR,"8","4"
AAAXMP138200001679762850_OR,"8","Score: 3"
AAAXMP138200001101782810_OR,"8","4"
2091004106,"8","Score: 3"
2421002131,"8","3"
2221006017,"8","Score: 4"
AAAXMP138200001797792125_OR,"11","Score: 3"
5.47994E+12,"","Score: 5"
2431000875,"8","Score: 4"
AAAXMP138200000598472850_OR,"8","Score: 4"
AAAXMP138200001853392850_OR,"8","4"
2091005170,"8","3"
AAAXMP138200002181372125_OR,"11","4"
AAAXMP138200000698872810_OR,"8","4"
AAAXMP138200001856832125_OR,"10","Score: 5"
AAAXMP138200001770662125_OR,"11","3"
2421005335,"8","3"
2241001118,"8","Score: 4"
AAAXMP138200001680012125_OR,"11","Score: 4"
AAAXMP138200001948492125_OR,"11","Score: 5"
AAAXMP138200001916342850_OR,"8","Score: 5"
2431002177,"8","I would give this essay a score of 4."
2251004845,"8","4"
AAAXMP138200001519482144_OR,"11","I would give this essay a score of 4."
AAAXMP138200002107102810_OR,"8","4"
AAAXMP138200000947392850_OR,"8","Score: 3"
6.00339E+12,"","4"
AAAXMP138200002034972850_OR,"8","4"
2311007515,"8","I would give this essay a score of 4."
AAAXMP138200001769312144_OR,"11","Score: 4"
AAAXMP138200001050052125_OR,"11","4"
AAAXMP138200001248232810_OR,"8","4"
2251004918,"8","4"
AAAXMP138200000824872125_OR,"11","Score: 4"
2221003379,"8","Score: 3"
AAAXMP138200000768862810_OR,"8","4"
AAAXMP138200001663662125_OR,"11","4"
AAAXMP138200001093542810_OR,"8","3"
2311005113,"8","4"
2081002666,"8","3"
2091005218,"8","Score: 4"
AAAXMP138200000922022810_OR,"8","4"
2271005057,"8","4"
AAAXMP138200000780072810_OR,"8","Score: 4"
AAAXMP138200000608032810_OR,"8","Score: 4"
AAAUUP138180000097122125_OR,"11","4"
AAAXMP138200001000702125_OR,"11","Score: 4"
5.31318E+12,"","3"
AAAXMP138200002074242125_OR,"11","4"
AAAXMP138200001514462850_OR,"8","SCORE OF 3"
AAAXMP138200001966992850_OR,"8","Score: 3"
AAAXMP138200001911902810_OR,"8","3"
AAAXMP138200001955832125_OR,"11","4"
AAAXMP138200001809202144_OR,"11","Score: 4"
AAAXMP138200002210282810_OR,"8","Score: 4"
2311003714,"8","3"
AAAXMP138200001604702850_OR,"8","4"
2311000421,"8","Score: 4"
2431007772,"8","I would give this essay a score of 2."
AAAXMP138200000985832144_OR,"11","Score: 5"
2221004707,"8","4"
5.43179E+12,"","4"
AAAXMP138200001263272144_OR,"11","5"
4.68009E+12,"","4"
AAAXMP138200001998132810_OR,"8","3"
AAAXMP138200000807782144_OR,"11","4"
2021006550,"8","Score: 4"
AAAXMP138200002073202810_OR,"8","4"
2171005555,"8","3"
AAAXMP138200000518842125_OR,"11","4"
AAAXMP138200000468132810_OR,"8","4"
2091000666,"8","4"
AAAXMP138200001630322810_OR,"8","3"
AAAXMP138200000747062850_OR,"8","Score: 5"
AAAXMP138200001560052125_OR,"11","4"
2171003366,"8","4"
AAAXMP138200001802472125_OR,"11","Score: 5"
AAAXMP138200001112072125_OR,"11","Score: 5"
AAAXMP138200000873902810_OR,"8","4"
567153115212010thLitAB,"","4"
AAAXMP138200000787542810_OR,"8","4"
2081004251,"8","4"
5.33934E+12,"","4"
AAAXMP138200001073162125_OR,"12","3"
AAAXMP138200002114552144_OR,"10","4"
4.68851E+12,"","4"
5.61333E+12,"","Score: 5"
2221000655,"8","3"
AAAXMP138200001542532125_OR,"11","SCORE OF 4"
AAAXMP138200001043892125_OR,"11","3"
5.51574E+12,"","4"
AAAXMP138200001899302125_OR,"11","Score: 4"
AAAXMP138200001770402810_OR,"8","4"
AAAXMP138200000677272125_OR,"11","4"
AAAXMP138200000887542850_OR,"8","3"
2081006581,"8","2"
AAAXMP138200001850352850_OR,"8","4"
AAAXMP138200000462922810_OR,"8","3"
AAAXMP138200002145632850_OR,"8","Score: 4"
AAAXMP138200000788072125_OR,"11","4"
AAAXMP138200001315512144_OR,"11","Score: 5"
2431006491,"8","4"
AAAXMP138200001126052810_OR,"8","Holistic grade: 4"
5.12022E+12,"","Score: 4"
2311000707,"8","3"
AAAXMP138200001663322810_OR,"8","4"
AAAXMP138200001960722125_OR,"11","Score: 5"
5.78953E+12,"","Grade: 4"
AAAXMP138200002174952810_OR,"8","3"
5.12595E+12,"","Grade: 5"
AAAXMP138200000498962810_OR,"8","4"
AAAXMP138200001723322125_OR,"11","4"
2241006519,"8","4"
AAAXMP138200001771242125_OR,"11","Score: 4"
AAAXMP138200000598572810_OR,"8","Score: 4"
2021003739,"8","Score: 3"
AAAXMP138200000811832125_OR,"10","Score: 5"
5.4162E+12,"","4"
AAAXMP138200001905182144_OR,"11","Score: 5"
AAAXMP138200001212862810_OR,"8","4"
AAAXMP138200001118532144_OR,"11","Score: 5"
2241000758,"8","3"
2431007012,"8","Score: 4"
AAAXMP138200001730982850_OR,"8","SCORE OF 4"
2241002327,"8","4"
AAAXMP138200001773252810_OR,"8","4"
AAAUUP138180000295232125_OR,"12","Score: 4"
2421006731,"8","3"
5.80382E+12,"","Yenina 4"
AAAXMP138200000631242810_OR,"8","Score: 5"
AAAXMP138200001734322144_OR,"11","Score: 5"
AAAXMP138200000616272125_OR,"12","Score: 3"
2251000785,"8","4"
5.37539E+12,"","4"
2171000375,"8","4"
2431002959,"8","Score: 3"
5.2727E+12,"","Grade: 5"
AAAXMP138200001889892125_OR,"11","4"
AAAXMP138200001956402125_OR,"11","SCORE: 4"
AAAXMP138200002199742810_OR,"8","4"
AAAXMP138200001437602125_OR,"11","Score: 4"
AAAXMP138200001883502125_OR,"11","Score: 4"
AAAXMP138200002003002850_OR,"8","4"
2311000448,"8","3"
2141005905,"8","4"
AAAXMP138200000708862810_OR,"8","4"
AAAXMP138200002075382144_OR,"10","4"
AAAXMP138200001487382144_OR,"10","4"
AAAXMP138200002212412810_OR,"8","4"
AAAXMP138200001073832810_OR,"8","4"
5.06006E+12,"","Score: 4"
2221001252,"8","Score: 3"
AAAXMP138200001376382810_OR,"8","3"
AAAXMP138200001553142144_OR,"11","4"
AAAXMP138200001770052850_OR,"8","SCORE: 2"
AAAXMP138200001833622144_OR,"11","Score: 5"
AAAUUP138180000128852125_OR,"12","4"
AAAXMP138200001936782125_OR,"11","Score: 5"
AAAXMP138200002009672810_OR,"8","4"
AAAXMP138200000646842810_OR,"8","4"
2271002317,"8","3"
AAAXMP138200000803702850_OR,"8","4"
AAAUUP138180000100822125_OR,"12","4"
AAAXMP138200000987472144_OR,"11","Score: 5"
2431006415,"8","3"
2141000377,"8","4"
AAAXMP138200001967772810_OR,"8","Score: 5"
AAAXMP138200001624792810_OR,"8","SCORE: 5"
2421000686,"8","4"
5.8047E+12,"","Score: 5"
AAAXMP138200000663572810_OR,"8","3"
AAAXMP138200000797332850_OR,"8","Score: 4"
AAAXMP138200001791462125_OR,"11","Score: 5"
AAAXMP138200000907262125_OR,"11","4"
AAAXMP138200000574752850_OR,"8","4"
2221007030,"8","Score: 3"
AAAXMP138200000803682125_OR,"11","Score: 5"
2221001571,"8","4"
AAAXMP138200001410722850_OR,"8","SCORE: 4"
AAAXMP138200001726122810_OR,"8","Score: 5"
2091000216,"8","3"
AAAUUP138180000060102125_OR,"12","3"
AAAXMP138200000576112810_OR,"8","SCORE OF 3"
5.76205E+12,"","4"
2241004915,"8","3"
AAAXMP138200000802392810_OR,"8","3"
AAAXMP138200002013902810_OR,"8","4"
2311006896,"8","Score: 4"
AAAXMP138200001846852850_OR,"8","4"
5.82744E+12,"","3"
AAAXMP138200002053282850_OR,"8","SCORE OF 5"
2251004977,"8","4"
AAAXMP138200001139532850_OR,"8","3"
AAAXMP138200000552822125_OR,"11","Score: 3"
2021000802,"8","Score: 3"
6.0015E+12,"","4"
2221002739,"8","Score: 4"
AAAXMP138200001445762810_OR,"8","4"
AAAXMP138200000551152850_OR,"8","4"
2431001065,"8","I would give this essay a score of 3."
AAAUUP138180000400832125_OR,"12","Score: 1"
5.76756E+12,"","4"
5.4033E+12,"","3"
AAAXMP138200001831192125_OR,"11","4"
AAAXMP138200000965362144_OR,"11","4"
AAAXMP138200000761772125_OR,"11","Score: 3"
AAAXMP138200001448162125_OR,"11","Score: 5"
AAAXMP138200000541512810_OR,"8","4"
AAAXMP138200001835002144_OR,"11","4"
2421005742,"8","3"
AAAXMP138200001741082810_OR,"8","3"
AAAXMP138200001087322810_OR,"8","4"
2251006171,"8","3"
AAAXMP138200001478372125_OR,"11","4"
5.35847E+12,"","3"
AAAXMP138200001033422125_OR,"11","4"
AAAXMP138200001031242144_OR,"11","Score: 5"
AAAXMP138200001788562850_OR,"8","3"
AAAXMP138200001165552850_OR,"8","3"
AAAUUP138180000388682125_OR,"12","Score: 5"
AAAXMP138200001707392125_OR,"10","3"
AAAUUP138180000387392125_OR,"12","4"
2431007063,"8","3"
AAAXMP138200002053442810_OR,"8","4"
AAAXMP138200001357202810_OR,"8","Score: 4"
AAAXMP138200001501172125_OR,"11","Score: 4"
AAAUUP138180000115042125_OR,"12","Score: 5"
AAAXMP138200001192412125_OR,"12","3"
AAAXMP138200000820152144_OR,"10","4"
2091006893,"8","3"
AAAXMP138200001276112810_OR,"8","3"
AAAXMP138200001068382125_OR,"11","Score: 5"
AAAXMP138200001844212125_OR,"11","Score: 4"
AAAXMP138200001895642810_OR,"8","4"
AAAXMP138200001788452125_OR,"11","Score: 5"
AAAXMP138200002033312810_OR,"8","4"
2241001266,"8","3"
2241002351,"8","4"
AAAXMP138200001025682125_OR,"11","Score: 5"
AAAXMP138200001521912144_OR,"11","Score: 4"
AAAXMP138200000690172810_OR,"8","4"
AAAXMP138200001391982810_OR,"8","Score: 5"
5.30939E+12,"","Grade: 5"
AAAXMP138200001926882125_OR,"11","4"
AAAXMP138200000829912125_OR,"11","Score: 5"
AAAXMP138200002212742810_OR,"8","4"
AAAXMP138200001892262144_OR,"11","Score: 4"
AAAXMP138200000592682125_OR,"11","4"
2081005576,"8","3"
5.33792E+12,"","4"
2241002050,"8","4"
2221002747,"8","Score: 4"
AAAXMP138200000686142850_OR,"8","4"
AAAXMP138200001733332144_OR,"11","Score: 5"
AAAXMP138200001965102810_OR,"8","3"
AAAXMP138200001759592144_OR,"11","4"
AAAXMP138200002156942125_OR,"11","4"
AAAXMP138200001171382810_OR,"8","Score: 5"
AAAXMP138200002066912850_OR,"8","4"
AAAXMP138200001952262125_OR,"10","4"
2421001992,"8","Score: 2"
2141002493,"8","3"
2311006128,"8","Based on the provided essay, I would assign a holistic grade of 5."
AAAUUP138180000099712125_OR,"11","4"
AAAXMP138200001156642125_OR,"11","4"
5.53979E+12,"","4"
2221006670,"8","3"
2311001703,"8","Score: 2"
AAAXMP138200001828232810_OR,"8","4"
2311006306,"8","Score: 4"
AAAXMP138200000811992144_OR,"10","4"
AAAXMP138200000760072810_OR,"8","4"
2271005022,"8","3"
AAAXMP138200001349782810_OR,"8","3"
AAAXMP138200000558482810_OR,"8","4"
AAAXMP138200001482082144_OR,"11","Score: 4"
AAAXMP138200000803812144_OR,"11","Score: 5"
AAAXMP138200001168242850_OR,"8","4"
AAAXMP138200002163092144_OR,"11","Score: 3"
AAAXMP138200002142602144_OR,"10","Score: 5"
AAAXMP138200001274522810_OR,"8","4"
2221006858,"8","Score: 4"
AAAXMP138200001421022850_OR,"8","Score: 5"
AAAXMP138200001580052810_OR,"8","4"
AAAXMP138200000972572125_OR,"11","4"
AAAXMP138200001632172144_OR,"11","4"
2081003891,"8","Score: 3"
6.00744E+12,"","4"
AAAXMP138200000983492144_OR,"11","Score: 5"
AAAXMP138200001107262125_OR,"11","4"
2171000821,"8","4"
AAAXMP138200001651542125_OR,"11","4"
AAAXMP138200000682632850_OR,"8","Score: 5"
2251006210,"8","4"
2141004321,"8","4"
AAAXMP138200000481732125_OR,"11","Score: 5"
2141005417,"8","3"
AAAXMP138200001847862125_OR,"11","3"
AAAXMP138200001352432125_OR,"11","Score: 3"
AAAXMP138200001960602125_OR,"11","4"
AAAXMP138200001655102850_OR,"8","4"
2221002241,"8","Score: 3"
AAAXMP138200000557842850_OR,"8","4"
AAAXMP138200001832442144_OR,"11","Score: 5"
2021000420,"8","4"
2081002933,"8","4"
2241007264,"8","4"
2091004564,"8","3"
2081005762,"8","4"
AAAXMP138200002132032144_OR,"10","4"
AAAXMP138200001612282125_OR,"11","4"
2171004591,"8","4"
2091000313,"8","SCORE OF 2"
AAAXMP138200001407212810_OR,"8","4"
2311001258,"8","Score: 2"
AAAXMP138200001985612810_OR,"8","4"
5.85822E+12,"","Score: 5"
AAAXMP138200001953602144_OR,"11","4"
AAAUUP138180000037742125_OR,"12","4"
2081001511,"8","3"
AAAXMP138200001690332850_OR,"8","Score: 4"
AAAXMP138200001453502125_OR,"10","Score: 5"
AAAXMP138200001816032125_OR,"11","Score: 4"
2311006250,"8","3"
2271000705,"8","SCORE OF 3: The essay demonstrates developing mastery, and is marked by ONE OR MORE of the"
2021000110,"8","Based on the provided essay, I would give the student a score of 3."
2021004760,"8","I would give this essay a score of 4."
5.81041E+12,"","4"
575761115212010thLitAB,"","Score: 5"
AAAXMP138200001360732810_OR,"8","4"
AAAXMP138200002125732810_OR,"8","4"
5.37258E+12,"","4"
AAAXMP138200001646372810_OR,"8","Score: 4"
AAAXMP138200001840912144_OR,"10","Holistic score: 4"
2271006142,"8","3"
AAAXMP138200000739682810_OR,"8","4"
2271002899,"8","4"
AAAXMP138200000911472850_OR,"8","4"
2251000696,"8","3"
2241003455,"8","4"
2251003768,"8","4"
AAAXMP138200001605262810_OR,"8","4"
AAAXMP138200002023382810_OR,"8","4"
AAAXMP138200001639272125_OR,"11","4"
5.64198E+12,"","4"
2221003280,"8","Score: 4"
2311001924,"8","Score: 4"
AAAXMP138200000785312144_OR,"10","Score: 4"
AAAXMP138200000772202144_OR,"11","5"
AAAXMP138200000935862125_OR,"11","4"
AAAXMP138200000775732144_OR,"10","4"
AAAXMP138200001862202125_OR,"10","4"
AAAUUP138180000129932125_OR,"12","Score: 4"
AAAXMP138200001093352144_OR,"11","3"
AAAUUP138180000053962125_OR,"12","SCORE OF 3"
2421006820,"8","3"
AAAXMP138200000767872810_OR,"8","4"
2141006081,"8","Score: 4"
AAAXMP138200001940692125_OR,"11","4"
2141007614,"8","4"
2091002766,"8","3"
2091007377,"8","Score: 4"
AAAXMP138200001907842125_OR,"11","4"
AAAUUP138180000097342125_OR,"12","Score: 3"
AAAXMP138200000925192144_OR,"11","Score: 5"
5.27972E+12,"","4"
AAAXMP138200002134612810_OR,"8","4"
AAAXMP138200001325132810_OR,"8","4"
AAAUUP138180000367382125_OR,"12","4"
AAAXMP138200001227272810_OR,"8","4"
AAAXMP138200000506082850_OR,"8","4"
2311004222,"8","4"
AAAXMP138200001662102144_OR,"11","Score: 4"
AAAXMP138200001730502810_OR,"8","4"
AAAXMP138200001966532810_OR,"8","4"
2021003046,"8","4"
2141003864,"8","3"
AAAXMP138200001773242144_OR,"11","Score: 5"
2171006055,"8","Score: 5"
2141002477,"8","Score: 3"
AAAXMP138200001098472144_OR,"11","Score: 5"
AAAXMP138200001790412144_OR,"11","4"
AAAXMP138200000826232125_OR,"11","Score: 4"
AAAXMP138200001492512810_OR,"8","Score: 5"
AAAXMP138200002045752810_OR,"8","Score: 5"
AAAXMP138200000687312810_OR,"8","4"
AAAXMP138200000885942850_OR,"8","2"
AAAXMP138200000577912810_OR,"8","4"
2171006551,"8","3"
AAAUUP138180000185912125_OR,"12","SCORE OF 3"
2251002761,"8","4"
AAAXMP138200001925482125_OR,"11","4"
AAAXMP138200000694002810_OR,"8","3"
AAAXMP138200002006242810_OR,"8","4"
AAAXMP138200002080022810_OR,"8","3"
5.35027E+12,"","4"
AAAXMP138200000549282810_OR,"8","4"
2251007518,"8","3"
AAAXMP138200000890122850_OR,"8","4"
2221005215,"8","Score: 4"
AAAXMP138200001779802144_OR,"11","SCORE: 5"
AAAXMP138200001490032810_OR,"8","3"
AAAXMP138200001268452144_OR,"11","Score: 5"
AAAXMP138200001382712125_OR,"11","Score: 5"
AAAXMP138200001854342125_OR,"10","Score: 4"
AAAXMP138200001421072810_OR,"8","SCORE OF 3"
AAAUUP138180000119302125_OR,"12","SCORE OF 2: The essay demonstrates little mastery, and is flawed by numerous weaknesses."
AAAXMP138200001047772810_OR,"8","SCORE OF 4"
AAAXMP138200001660232125_OR,"11","SCORE OF 5"
AAAXMP138200001407682125_OR,"11","4"
2431002061,"8","Score: 4"
AAAXMP138200001821682125_OR,"11","4"
AAAXMP138200000771632810_OR,"8","4"
AAAUUP138180000392592125_OR,"12","4"
AAAXMP138200001316982810_OR,"8","4"
AAAXMP138200000696642810_OR,"8","Score: 5"
2091004394,"8","3"
5.52739E+12,"","Based on the provided rubric, I would assign a holistic grade of 5 to the essay."
2311004257,"8","SCORE: 4"
2221000647,"8","Score: 5"
AAAXMP138200002020912850_OR,"8","SCORE OF 3"
AAAXMP138200001578472125_OR,"11","Score: 5"
AAAXMP138200001554792125_OR,"11","4"
AAAXMP138200001959232125_OR,"11","Score: 5"
2251003849,"8","Score: 4"
AAAXMP138200001537132125_OR,"11","4"
5.76295E+12,"","4"
5.65822E+12,"","4"
AAAXMP138200001951532144_OR,"11","4"
538598115212010thLitAB,"","4"
2021001264,"8","4"
AAAXMP138200001495202125_OR,"11","Score: 4"
AAAXMP138200001802292810_OR,"8","SCORE OF 4"
AAAXMP138200002175022850_OR,"8","Score: 4"
3.86018E+12,"","Score: 5"
AAAXMP138200000810972850_OR,"8","SCORE OF 4"
2251005639,"8","3"
AAAXMP138200000617112810_OR,"8","4"
AAAXMP138200000480962810_OR,"8","4"
AAAXMP138200001865252850_OR,"8","3"
2221005568,"8","Score: 4"
2221005410,"8","Score: 4"
AAAUUP138180000025552125_OR,"12","3"
5.34515E+12,"","Score: 5"
2021006398,"8","Score: 4"
2171002874,"8","4"
AAAXMP138200000756002850_OR,"8","4"
AAAXMP138200001373952125_OR,"11","Score: 5"
5.7472E+12,"","Score: 4"
AAAXMP138200001586142125_OR,"11","Score: 5"
2251004349,"8","4"
2311003897,"8","4"
AAAXMP138200001341032850_OR,"8","Score: 5"
AAAXMP138200002183952125_OR,"11","4"
AAAXMP138200000738312850_OR,"8","4"
AAAXMP138200000649202850_OR,"8","4"
AAAXMP138200002201932850_OR,"8","4"
2431006636,"8","Score: 4"
AAAXMP138200001889692850_OR,"8","4"
2171005806,"8","3"
AAAXMP138200001249642850_OR,"8","Score: 5"
AAAXMP138200000988252810_OR,"8","4"
AAAXMP138200000678732810_OR,"8","4"
AAAXMP138200000594342810_OR,"8","4"
AAAXMP138200001242702850_OR,"8","4"
2251002532,"8","4"
AAAXMP138200000890092850_OR,"8","Score: 5"
2251000084,"8","Score: 3"
AAAXMP138200000768932810_OR,"8","Score: 4"
AAAXMP138200001856882125_OR,"11","3"
2221001775,"8","Score: 3"
5.82999E+12,"","Score: 3"
AAAXMP138200002079982125_OR,"10","Score: 3"
AAAXMP138200001266342810_OR,"8","3"
2271006541,"8","3"
AAAXMP138200002115452810_OR,"8","4"
AAAXMP138200002113952144_OR,"11","Score: 4"
AAAXMP138200001105112125_OR,"11","Score: 5"
AAAXMP138200001125952810_OR,"8","4"
AAAXMP138200001193292810_OR,"8","Score: 5"
2091005439,"8","4"
AAAXMP138200001674922144_OR,"11","4"
2421005939,"8","4"
AAAXMP138200001567662144_OR,"11","4"
AAAUUP138180000259692125_OR,"12","3"
AAAXMP138200001891112810_OR,"8","Score: 4"
AAAXMP138200001160582144_OR,"11","Score: 4"
AAAXMP138200001339812810_OR,"8","3"
2421007702,"8","4"
AAAXMP138200001403072125_OR,"11","4"
4.67537E+12,"","4"
AAAUUP138180000091162125_OR,"12","4"
2421007427,"8","4"
AAAXMP138200001599962850_OR,"8","SCORE OF 4"
2311001819,"8","Score: 4"
AAAXMP138200000987622125_OR,"11","Score: 5"
AAAXMP138200001854962144_OR,"11","SCORE: 5"
2241002904,"8","4"
AAAXMP138200002082912810_OR,"8","Score: 4"
2241006152,"8","3"
5.75427E+12,"","4"
AAAXMP138200000762152810_OR,"8","SCORE OF 4"
2251001293,"8","4"
AAAXMP138200001098412125_OR,"11","4"
AAAXMP138200001871862144_OR,"11","Score: 4"
AAAXMP138200000559662850_OR,"8","Score: 5"
2311001886,"8","3"
AAAXMP138200001518922850_OR,"8","4"
AAAXMP138200001542212125_OR,"11","Score: 5"
2271003241,"8","3"
AAAXMP138200002157562144_OR,"10","Score: 3"
AAAXMP138200001575312810_OR,"8","Based on the provided essay, I would assign a holistic grade of 3."
AAAUUP138180000133182125_OR_cleaned,"12","Score: 5"
5.74229E+12,"","Score: 4"
AAAXMP138200001998682850_OR,"8","4"
AAAXMP138200001869162144_OR,"11","Score: 5"
2221006335,"8","3"
2021005294,"8","Score: 4"
5.62032E+12,"","5"
2421003791,"8","4"
2141002302,"8","Score: 4"
2251007712,"8","4"
AAAXMP138200001890872810_OR,"8","SCORE OF 4"
AAAXMP138200000967462125_OR,"11","4"
AAAXMP138200001030982125_OR,"11","Score: 5"
AAAXMP138200000959952125_OR,"11","Score: 4"
2431002886,"8","3"
AAAXMP138200001896862125_OR,"11","4"
AAAXMP138200001089402810_OR,"8","4"
2221002780,"8","3"
5.73473E+12,"","4"
AAAXMP138200001043352850_OR,"8","4"
5.87524E+12,"","Score: 3"
AAAXMP138200000493582125_OR,"11","Score: 4"
AAAXMP138200000799842144_OR,"11","Score: 4"
AAAXMP138200001384002810_OR,"8","4"
2171007159,"8","4"
2141001683,"8","4"
AAAXMP138200001072632125_OR,"11","4"
AAAXMP138200002116472125_OR,"10","Score: 3"
AAAXMP138200002078582810_OR,"8","Score: 5"
2311002050,"8","3"
AAAXMP138200001959022144_OR,"11","SCORE: 4"
AAAXMP138200000931502125_OR,"11","4"
2251002303,"8","4"
2091003541,"8","Score: 4"
AAAXMP138200001816002850_OR,"8","SCORE OF 4"
2021002261,"8","4"
AAAXMP138200001885872810_OR,"8","3"
2241006098,"8","4"
2311005202,"8","2"
AAAXMP138200001271992125_OR,"11","4"
2241000367,"8","Based on the provided essay, I would assign a holistic grade of 3. 

The essay lacks"
AAAXMP138200001483392810_OR,"8","4"
AAAXMP138200001916172125_OR,"11","3"
AAAXMP138200001815692810_OR,"8","4"
AAAXMP138200002001752810_OR,"8","Score: 5"
2081000337,"8","3"
2311003013,"8","Score: 4"
AAAXMP138200000886612850_OR,"8","Score: 5"
5.41386E+12,"","Score: 4"
AAAXMP138200002162452810_OR,"8","4"
AAAXMP138200001343742810_OR,"8","4"
2091005668,"8","3"
AAAUUP138180000096102125_OR,"Yes","4"
2421007362,"No","3"
2141007452,"No","Score: 3"
AAAXMP138200000722922850_OR,"No","Score: 4"
2171005521,"Yes","3"
AAAXMP138200001971712850_OR,"No","Score: 3"
AAAXMP138200000825972125_OR,"No","3"
AAAXMP138200002012512125_OR,"No","4"
AAAXMP138200000603882810_OR,"No","4"
AAAXMP138200001771402125_OR,"No","3"
AAAXMP138200001088362850_OR,"No","Score: 4"
AAAXMP138200001955592144_OR,"No","4"
AAAXMP138200001272272850_OR,"No","4"
2081002861,"No","4"
AAAXMP138200001880612125_OR,"No","3"
2241003331,"No","4"
AAAXMP138200001662782810_OR,"No","3"
2431007446,"No","Score: 4"
2081002941,"No","4"
2241003285,"No","3"
2081003182,"No","4"
2271003232,"No","Score: 3"
AAAXMP138200001465022125_OR,"No","4"
AAAXMP138200000775362810_OR,"No","4"
4.90828E+12,"","4"
5.76576E+12,"","Score: 4"
AAAXMP138200000474622144_OR,"No","4"
AAAXMP138200001490482144_OR,"No","4"
AAAXMP138200001261262850_OR,"No","Score: 5"
AAAXMP138200000908702810_OR,"No","4"
2311001851,"No","SCORE OF 2: The essay demonstrates little mastery, and is flawed by a lack of coherent and"
2251003024,"No","3"
2431003572,"No","4"
2171001088,"Yes","4"
2141002531,"No","4"
2021001469,"No","4"
AAAXMP138200001673972850_OR,"No","4"
AAAXMP138200001298672125_OR,"No","4"
AAAXMP138200001673362810_OR,"No","4"
AAAXMP138200001721042810_OR,"No","Score: 5"
AAAXMP138200001431812810_OR,"No","Score: 5"
AAAXMP138200000509082144_OR,"Yes","3"
AAAXMP138200001376142810_OR,"No","5"
2221003107,"No","4"
AAAXMP138200000905462144_OR,"No","Score: 5"
2431002479,"No","Score: 4"
